brd	smi	cid	dataset
BRD-K29946624	CC(C)C#Cc1cnc2O[C@@H](CN(C)C(=O)c3cccnc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1	CID:54618958	phase I
BRD-K57179401	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(c2)C(=O)O)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54618959	phase I
BRD-K64894352	COCC#Cc1ccc2c(O[C@@H](CN(C)Cc3ccccn3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54618960	phase I
BRD-K91353140	CNC[C@@H]1Oc2cc(C#CC3(O)CCCC3)ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO	CID:54618961	phase I
BRD-K46123637	C[C@@H](O)C#Cc1ccc2c(O[C@H](CN(C)Cc3ccc(cc3)c4ccccc4)[C@@H](C)CN([C@@H](C)CO)S2(=O)=O)c1	CID:54618962	phase I
BRD-K16948767	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C)Oc2cc(C#Cc3ccc(F)cc3)ccc2S1(=O)=O	CID:54618963	phase I
BRD-K76582515	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3cc(/C=C/c4ccccc4)ccc3S1(=O)=O	CID:54618964	phase I
BRD-K19418666	CCCNC(=O)N(C)C[C@@H]1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO	CID:54618965	phase I
BRD-K71964750	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C2CCC2)Oc3cc(ccc3S1(=O)=O)c4ccc(cc4)C(=O)N(C)C	CID:54618966	phase I
BRD-K45803728	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccn2)Oc3ncc(C#CC4(O)CCCC4)cc3C1=O	CID:54618967	phase I
BRD-K67944552	C[C@H](O)C#Cc1ccc2c(O[C@@H](CN(C)Cc3ccc(cc3)c4ccccc4)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54618968	phase I
BRD-K61391179	COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]2Oc3ncc(C#CC4(O)CCCC4)cc3C(=O)N(C[C@H]2C)[C@H](C)CO	CID:54618969	phase I
BRD-K65529687	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccncc2)Oc3cc(C#CCN(C)C)ccc3S1(=O)=O	CID:54618970	phase I
BRD-K29107762	COc1ccccc1NC(=O)N(C)C[C@H]2Oc3ncc(C#CC(C)C)cc3C(=O)N(C[C@@H]2C)[C@@H](C)CO	CID:54618971	phase I
BRD-K47020544	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2cccnc2)Oc3cc(C#CC4(O)CCCC4)ccc3S1(=O)=O	CID:54618972	phase I
BRD-K85064040	COCC#Cc1ccc2c(O[C@@H](CN(C)C(=O)c3ccccc3F)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54618973	phase I
BRD-K65708449	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54618974	phase I
BRD-K13118417	CNC[C@H]1Oc2cc(C#CC3(O)CCCC3)ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO	CID:54618975	phase I
BRD-K52476750	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)C2CCC2)Oc3cc(ccc3S1(=O)=O)c4ccc(cc4)C(=O)N(C)C	CID:54618976	phase I
BRD-K47810177	C/C=C/c1ccc2c(O[C@@H](CN(C)C(=O)Nc3cccc(F)c3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54618977	phase I
BRD-K07081072	CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)C3=CCCCC3	CID:54618978	phase I
BRD-K12342216	COCC#Cc1ccc2c(O[C@H](CN(C)C(=O)c3ccccc3F)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1	CID:54618979	phase I
BRD-K05357743	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)Oc3ncc(C#Cc4cccnc4)cc3C1=O	CID:54618980	phase I
BRD-K00799745	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CC2)Oc3cc(ccc3S1(=O)=O)c4cccc(C#N)c4	CID:54618981	phase I
BRD-K42581894	C[C@@H](O)C#Cc1ccc2c(O[C@H](CN(C)Cc3ccc(cc3)c4ccccc4)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1	CID:54618982	phase I
BRD-K24750847	COCC#Cc1cnc2O[C@@H](CN(C)S(=O)(=O)C)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1	CID:54618983	phase I
BRD-K93494624	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)c4ccccc4F	CID:54618984	phase I
BRD-K44070326	CCCC#Cc1cnc2O[C@@H](CN(C)Cc3ccccc3F)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1	CID:54618985	phase I
BRD-K67291850	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Cc2ccncc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54618986	phase I
BRD-K76132378	COCC#Cc1cnc2O[C@H](CN(C)S(=O)(=O)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1	CID:54618987	phase I
BRD-K28833951	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54618988	phase I
BRD-K19755908	COc1ccc(C#Cc2cnc3O[C@@H](CN(C)C(=O)CC4CC4)[C@H](C)CN([C@H](C)CO)C(=O)c3c2)cc1	CID:54618989	phase I
BRD-K10108893	COCC#Cc1ccc2c(O[C@@H](CN(C)Cc3ccccn3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1	CID:54618990	phase I
BRD-K42092012	COCC#Cc1cnc2O[C@H](CN(C)S(=O)(=O)C)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1	CID:54618991	phase I
BRD-K38588505	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C)Oc2cc(C#Cc3ccc(F)cc3)ccc2S1(=O)=O	CID:54618992	phase I
BRD-K60638204	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(F)cc2)Oc3ncc(cc3C1=O)c4ccncc4	CID:54618993	phase I
BRD-K12438144	CC(C)C#Cc1ccc2c(O[C@@H](CN(C)C(=O)c3ccncc3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1	CID:54618994	phase I
BRD-K51252203	CC(C)C#Cc1cnc2O[C@@H](CN(C)Cc3cncnc3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1	CID:54618995	phase I
BRD-K87886529	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C2CCC2)Oc3cc(ccc3S1(=O)=O)c4ccc(cc4)C(=O)N(C)C	CID:54618996	phase I
BRD-K03683936	COc1ccc(C#Cc2cnc3O[C@H](CN(C)C(=O)CC4CC4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2)cc1	CID:54618997	phase I
BRD-K84405221	CCCNC(=O)N(C)C[C@@H]1Oc2cc(C#CC(C)(C)O)ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO	CID:54618998	phase I
BRD-K35095050	C/C=C/c1ccc2c(O[C@@H](CN(C)CC3CCOCC3)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54619008	phase I
BRD-K57079327	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3cc(ccc3S1(=O)=O)c4ccc(C#N)cc4	CID:54619012	phase I
BRD-K55218950	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54619016	phase I
BRD-K52435112	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3cc(ccc3S1(=O)=O)c4ccc(C#N)cc4	CID:54619019	phase I
BRD-K73080020	COc1ccccc1S(=O)(=O)N(C)C[C@H]2Oc3cc(C#CCC4CCCC4)ccc3S(=O)(=O)N(C[C@@H]2C)[C@H](C)CO	CID:54619020	phase I
BRD-K02654447	CNC[C@H]1Oc2cc(/C=C/C)ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO	CID:54619028	phase I
BRD-K63157607	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(C#CC4CCCC4)ccc3S1(=O)=O	CID:54619030	phase I
BRD-K94034047	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(C#CC4CCCC4)ccc3S1(=O)=O	CID:54619034	phase I
BRD-K33218708	CNC[C@@H]1Oc2cc(C#Cc3ccccc3F)ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO	CID:54619037	phase I
BRD-K85413794	CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)c3ccccc3F	CID:54619048	phase I
BRD-K84023371	CNC[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)c3ccccc3F	CID:54619055	phase I
BRD-K02375958	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3cc(ccc3S1(=O)=O)c4ccc(C#N)cc4	CID:54619056	phase I
BRD-K16717061	CCCC#Cc1cnc2O[C@@H](CN(C)C(=O)Nc3cccc(F)c3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1	CID:54619060	phase I
BRD-K20578716	CCCC#Cc1cnc2O[C@@H](CN(C)C(=O)Nc3cccc(F)c3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1	CID:54619062	phase I
BRD-K47906330	CCCC#Cc1cnc2O[C@H](CN(C)C(=O)Nc3cccc(F)c3)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1	CID:54619065	phase I
BRD-K95435237	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54619066	phase I
BRD-K52908798	CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)c3cccc(c3)C(=O)N(C)C	CID:54619080	phase I
BRD-K22458526	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54619105	phase I
BRD-K22420960	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Cc2ccccn2)Oc3ncc(C#CC4CCCCC4)cc3C1=O	CID:54619119	phase I
BRD-K94005961	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54619129	phase I
BRD-K92666980	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(/C=C/c4ccccc4)cc3C1=O	CID:54619138	phase I
BRD-K05278519	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3cc(ccc3S1(=O)=O)c4ccc(C#N)cc4	CID:54619148	phase I
BRD-K16479870	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(C#CC4CCCC4)ccc3S1(=O)=O	CID:54619161	phase I
BRD-K03056434	CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C3=CCCC3	CID:54619193	phase I
BRD-K64618192	C/C=C/c1ccc2c(O[C@H](CN(C)CC3CCOCC3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54619218	phase I
BRD-K83941994	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3cc(ccc3S1(=O)=O)c4ccc(C#N)cc4	CID:54619252	phase I
BRD-K63199400	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Cc2ccncc2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54619258	phase I
BRD-K71448503	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(C#CC4CCCC4)ccc3S1(=O)=O	CID:54619269	phase I
BRD-K86265745	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(C#CC4CCCC4)ccc3S1(=O)=O	CID:54619271	phase I
BRD-K99259037	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(C#CC4CCCC4)ccc3S1(=O)=O	CID:54619273	phase I
BRD-K21407905	CCCN(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C3=CCCCC3	CID:54619353	phase I
BRD-K91568452	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)C2CCOCC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54619367	phase I
BRD-K97335870	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)c4ccccc4F	CID:54619402	phase I
BRD-K08318631	CCCN(C)C[C@@H]1Oc2cc(C#CCC3CCCC3)ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO	CID:54619426	phase I
BRD-K00177096	CCCN(C)C[C@H]1Oc2cc(C#CCC3CCCC3)ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO	CID:54619430	phase I
BRD-K02537686	CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C3=CCCCC3	CID:54619435	phase I
BRD-K59549646	CCCN(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)C3=CCCCC3	CID:54619457	phase I
BRD-K72055444	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)c4ccccc4F	CID:54619462	phase I
BRD-K79080366	CCCN(C)C[C@@H]1Oc2ncc(C#Cc3ccccc3OC)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO	CID:54619464	phase I
BRD-K76970388	CNC[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)c3ccccc3F	CID:54619466	phase I
BRD-K01048404	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)c4ccccc4F	CID:54619475	phase I
BRD-K89390280	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)c4ccccc4F	CID:54619477	phase I
BRD-K30935394	CNC[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)c3ccccc3F	CID:54619491	phase I
BRD-K47077178	CNC[C@@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@@H](C)CO)c3ccc(OC)cc3	CID:54619492	phase I
BRD-K18545493	CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C3=CCCCC3	CID:54619494	phase I
BRD-K45700898	CNC[C@H]1Oc2ncc(cc2C(=O)N(C[C@@H]1C)[C@H](C)CO)c3ccc(OC)cc3	CID:54619503	phase I
BRD-K83155387	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(/C=C/c4ccccc4)ccc3S1(=O)=O	CID:54619510	phase I
BRD-K81732150	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(/C=C/c4ccccc4)ccc3S1(=O)=O	CID:54619535	phase I
BRD-K81654062	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2cc(F)ccc2F)Oc3cc(/C=C/c4ccccc4)ccc3S1(=O)=O	CID:54619536	phase I
BRD-K50351738	CCCN(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)C3=CCCCC3	CID:54619572	phase I
BRD-K98621344	CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C3=CCCCC3	CID:54619574	phase I
BRD-K08614872	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4	CID:54619640	phase I
BRD-K01251033	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4	CID:54619651	phase I
BRD-K81373254	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4	CID:54619652	phase I
BRD-K46211110	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4	CID:54619703	phase I
BRD-K19601332	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4	CID:54619738	phase I
BRD-K92043077	CCCN(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)c3ccccc3C	CID:54619902	phase I
BRD-K09964242	CCCN(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)c3ccc(C#N)cc3	CID:54619906	phase I
BRD-K27732957	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(C#Cc4cccnc4)cc3C1=O	CID:54619971	phase I
BRD-K85347477	COc1cccc(c1)c2cnc3O[C@H](CN(C)CC4CCCC4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2	CID:54619975	phase I
BRD-K00248354	C/C=C/c1ccc2c(O[C@H](CN(C)C(=O)C3CCCCC3)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1	CID:54619990	phase I
BRD-K66288362	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CCOCC2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4	CID:54619996	phase I
BRD-K47724214	CCCN(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@H](C)CO)c3ccc(C#N)cc3	CID:54620005	phase I
BRD-K68315360	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CCOCC2)Oc3cc(C#Cc4ccccc4F)ccc3S1(=O)=O	CID:54620037	phase I
BRD-K35443780	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CCOCC2)Oc3cc(C#Cc4ccccc4F)ccc3S1(=O)=O	CID:54620040	phase I
BRD-K29097491	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCC2)Oc3cc(C#Cc4cccnc4)ccc3S1(=O)=O	CID:54620047	phase I
BRD-K88925856	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCCC2)Oc3cc(C#Cc4cccnc4)ccc3S1(=O)=O	CID:54620051	phase I
BRD-K07922534	CCCN(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@@H](C)CO)c3ccc(C#N)cc3	CID:54620066	phase I
BRD-K59261651	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCOCC2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4	CID:54620067	phase I
BRD-K69936404	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CCOCC2)Oc3cc(C#Cc4ccccc4F)ccc3S1(=O)=O	CID:54620069	phase I
BRD-K66581298	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(C#Cc4cccnc4)cc3C1=O	CID:54620121	phase I
BRD-K71982936	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(C#Cc4cccnc4)cc3C1=O	CID:54620131	phase I
BRD-K29211776	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(C#Cc4cccnc4)cc3C1=O	CID:54620145	phase I
BRD-K95593113	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(C#Cc4cccnc4)cc3C1=O	CID:54620164	phase I
BRD-K98790311	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCC2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54620190	phase I
BRD-K27961885	C/C=C/c1ccc2c(O[C@H](CN(C)Cc3cccc(F)c3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54620198	phase I
BRD-K53986871	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2F)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620215	phase I
BRD-K14000735	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccc2F)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620217	phase I
BRD-K80212510	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2F)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620218	phase I
BRD-K59159285	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccc2F)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620221	phase I
BRD-K99830292	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2F)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620222	phase I
BRD-K00144236	CCCN(C)C[C@@H]1Oc2cc(C#Cc3ccncc3)ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO	CID:54620273	phase I
BRD-K34314104	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3ncc(/C=C/c4ccccc4)cc3C1=O	CID:54620330	phase I
BRD-K39420925	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620413	phase I
BRD-K17897186	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620414	phase I
BRD-K05745188	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620415	phase I
BRD-K16376056	C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620416	phase I
BRD-K25895238	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620418	phase I
BRD-K32069250	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccnc2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620419	phase I
BRD-K92370559	COc1ccc(C#Cc2cnc3O[C@H](CN(C)CC4CCCC4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1	CID:54620486	phase I
BRD-K48619543	COc1ccc(C#Cc2cnc3O[C@@H](CN(C)CC4CCCC4)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2)cc1	CID:54620487	phase I
BRD-K65243627	COc1ccc(C#Cc2cnc3O[C@H](CN(C)CC4CCCC4)[C@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1	CID:54620488	phase I
BRD-K14383710	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)CC2CCCC2)Oc3ncc(C#Cc4cccc(F)c4)cc3C1=O	CID:54620506	phase I
BRD-K78777980	C/C=C/c1ccc2c(O[C@H](CN(C)Cc3ccccc3F)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1	CID:54620917	phase I
BRD-K32297746	C/C=C/c1ccc2c(O[C@H](CN(C)Cc3ccccc3F)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1	CID:54620918	phase I
BRD-K47517065	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620981	phase I
BRD-K20347026	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620982	phase I
BRD-K73434853	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620983	phase I
BRD-K17705111	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620984	phase I
BRD-K18004653	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620986	phase I
BRD-K42731451	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620987	phase I
BRD-K17155259	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CC2CC2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4	CID:54620988	phase I
BRD-K57182060	C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54621024	phase I
BRD-K24752075	C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54621025	phase I
BRD-K56384721	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54621026	phase I
BRD-K74647590	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54621027	phase I
BRD-K23844489	C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54621028	phase I
BRD-K99311962	C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54621029	phase I
BRD-K19668893	C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(cc3C1=O)C4=CCCCC4	CID:54621030	phase I
BRD-K19033697	C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccccc2)Oc3cc(ccc3S1(=O)=O)c4ccncc4	CID:54621064	phase I
BRD-K05051664	C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccccc2)Oc3cc(ccc3S1(=O)=O)c4ccncc4	CID:54621065	phase I
